age,juv_misd_count,juv_fel_count,priors_count,sex_encoded,c_charge_degree_encoded,c_charge_desc_encoded,is_recid
2.8622196986551183,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,0,0
-0.07655730788614618,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,1,1
-0.9162078811836503,-0.17824821858787024,-0.14227742527131768,0.13265650574647228,0,0,2,1
-1.0001729385134006,1.895379246389351,-0.14227742527131768,-0.49079965740258014,0,0,3,0
0.6791282080816075,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,0,1,4,0
0.7630932654113579,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,5,0
0.5111980934221066,-0.17824821858787024,-0.14227742527131768,2.2108437162433137,0,0,6,1
0.6791282080816075,-0.17824821858787024,-0.14227742527131768,-0.07516221530321186,0,0,4,0
0.3432679787626059,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,1,2,5,0
-1.2520681105026519,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,7,0
-0.7482777665241495,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,1,0,7,0
-1.1681030531729015,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,3,8,1
-0.664312709194399,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,9,0
-1.0001729385134006,-0.17824821858787024,-0.14227742527131768,-0.07516221530321186,0,2,5,1
0.17533786410310506,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,1,2,5,0
-1.084137995843151,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,5,0
0.5111980934221066,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,10,0
1.014988437400609,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,1,0,4,1
-0.3284524798753974,-0.17824821858787024,-0.14227742527131768,0.7561126688955248,0,0,11,1
0.17533786410310506,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,5,0
-0.8322428238538998,-0.17824821858787024,-0.14227742527131768,-0.07516221530321186,0,0,12,0
-0.3284524798753974,-0.17824821858787024,-0.14227742527131768,0.5482939478458405,0,0,13,1
-0.3284524798753974,-0.17824821858787024,-0.14227742527131768,0.34047522679615644,0,0,14,1
2.442394412006366,-0.17824821858787024,-0.14227742527131768,2.0030249951936296,0,0,4,1
-1.1681030531729015,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,0,15,1
-0.664312709194399,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,16,1
-1.1681030531729015,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,1,0,17,0
-0.9162078811836503,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,0,0,18,1
-0.9162078811836503,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,0,19,1
0.5951631507518571,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,4,20,0
0.6791282080816075,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,5,21,0
-0.24448742254564698,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,5,0
1.602743838708862,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,1,0,10,0
0.7630932654113579,-0.17824821858787024,-0.14227742527131768,0.9639313899452089,0,5,4,0
-0.664312709194399,-0.17824821858787024,-0.14227742527131768,0.9639313899452089,0,0,22,1
-0.664312709194399,-0.17824821858787024,-0.14227742527131768,0.9639313899452089,0,0,22,1
0.09137280677335465,-0.17824821858787024,-0.14227742527131768,-0.07516221530321186,1,0,4,0
-0.7482777665241495,-0.17824821858787024,-0.14227742527131768,0.34047522679615644,0,0,23,1
-0.16052236521589658,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,24,1
-0.16052236521589658,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,24,1
-0.4124175372051478,-0.17824821858787024,-0.14227742527131768,1.171750110994893,0,0,1,1
-0.24448742254564698,-0.17824821858787024,-0.14227742527131768,0.13265650574647228,0,0,25,1
2.3584293546766157,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,5,0
-0.664312709194399,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,0,0,2,0
1.6867088960386125,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,4,0
-0.24448742254564698,-0.17824821858787024,-0.14227742527131768,2.4186624372929977,0,0,26,0
0.25930292143285544,-0.17824821858787024,-0.14227742527131768,0.34047522679615644,0,0,27,0
1.5187787813791116,-0.17824821858787024,-0.14227742527131768,3.249937321491734,0,0,28,0
1.18291855206011,-0.17824821858787024,-0.14227742527131768,0.7561126688955248,0,0,29,1
-0.7482777665241495,-0.17824821858787024,-0.14227742527131768,0.5482939478458405,0,5,30,0
-0.16052236521589658,-0.17824821858787024,-0.14227742527131768,0.13265650574647228,1,2,5,1
-0.9162078811836503,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,2,5,1
-0.07655730788614618,1.895379246389351,4.0696112703304275,3.6655747635911027,0,3,31,1
-0.4963825945348982,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,32,0
-1.1681030531729015,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,1,3,4,0
1.3508486667196107,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,0,2,33,0
-0.4963825945348982,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,0,2,34,1
-0.8322428238538998,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,3,35,0
1.3508486667196107,-0.17824821858787024,-0.14227742527131768,0.7561126688955248,1,0,2,0
-0.5803476518646487,-0.17824821858787024,-0.14227742527131768,0.9639313899452089,0,0,2,0
0.09137280677335465,-0.17824821858787024,-0.14227742527131768,3.8733934846407867,0,2,36,0
-0.4963825945348982,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,37,1
-0.4963825945348982,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,5,0
-0.8322428238538998,-0.17824821858787024,-0.14227742527131768,1.171750110994893,0,2,5,1
0.00740774944360424,-0.17824821858787024,1.963666922529555,2.0030249951936296,0,0,38,1
1.18291855206011,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,39,0
-0.07655730788614618,-0.17824821858787024,-0.14227742527131768,0.13265650574647228,0,5,40,1
-0.4963825945348982,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,24,0
-0.4963825945348982,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,0,41,1
-0.5803476518646487,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,1,0,12,0
1.3508486667196107,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,12,0
-0.8322428238538998,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,2,0
1.0989534947303596,-0.17824821858787024,-0.14227742527131768,3.4577560425414187,0,0,4,1
-0.16052236521589658,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,0,42,0
2.3584293546766157,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,1,4,4,0
-0.4124175372051478,-0.17824821858787024,-0.14227742527131768,-0.07516221530321186,0,0,2,0
-0.3284524798753974,-0.17824821858787024,-0.14227742527131768,2.4186624372929977,0,3,43,1
-0.9162078811836503,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,0,0,44,1
-0.664312709194399,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,11,0
-0.24448742254564698,-0.17824821858787024,-0.14227742527131768,-0.07516221530321186,0,0,24,0
-0.4124175372051478,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,32,0
1.18291855206011,-0.17824821858787024,-0.14227742527131768,0.13265650574647228,0,2,5,0
1.5187787813791116,-0.17824821858787024,-0.14227742527131768,0.9639313899452089,0,0,4,0
-0.3284524798753974,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,1,2,5,0
0.00740774944360424,-0.17824821858787024,-0.14227742527131768,0.34047522679615644,0,0,13,0
2.3584293546766157,-0.17824821858787024,-0.14227742527131768,1.3795688320445771,0,2,45,1
-0.16052236521589658,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,0,3,46,0
-0.664312709194399,1.895379246389351,1.963666922529555,2.4186624372929977,0,0,13,1
0.25930292143285544,-0.17824821858787024,-0.14227742527131768,0.13265650574647228,0,2,5,1
0.9310233800708587,1.895379246389351,6.175555618131301,1.171750110994893,0,0,12,0
-1.084137995843151,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,0,47,1
-0.07655730788614618,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,1,2,5,0
-1.084137995843151,1.895379246389351,-0.14227742527131768,-0.282980936352896,0,0,48,1
-0.4963825945348982,-0.17824821858787024,-0.14227742527131768,0.13265650574647228,0,0,4,1
2.2744642973468654,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,5,49,0
-0.664312709194399,1.895379246389351,-0.14227742527131768,0.5482939478458405,0,3,50,1
-0.16052236521589658,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,5,0
1.7706739533683629,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,1,2,5,0
0.8470583227411084,-0.17824821858787024,-0.14227742527131768,0.5482939478458405,0,0,2,1
0.8470583227411084,-0.17824821858787024,-0.14227742527131768,0.5482939478458405,0,0,2,1
-1.084137995843151,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,0,51,0
-0.3284524798753974,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,1,0,11,0
-0.07655730788614618,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,52,0
0.3432679787626059,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,2,4,0
-0.9162078811836503,1.895379246389351,-0.14227742527131768,0.13265650574647228,0,2,5,0
-0.4963825945348982,-0.17824821858787024,-0.14227742527131768,0.34047522679615644,0,0,53,1
-0.664312709194399,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,0,4,1
-0.9162078811836503,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,1,5,54,0
0.4272330360923563,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,0,0,4,0
1.3508486667196107,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,0,4,0
-1.084137995843151,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,2,5,1
-1.084137995843151,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,12,0
-0.7482777665241495,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,1,3,55,1
-0.664312709194399,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,1,56,1
2.022569125357614,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,1,0,4,0
-0.24448742254564698,-0.17824821858787024,-0.14227742527131768,-0.07516221530321186,0,2,57,0
-0.24448742254564698,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,58,0
0.5111980934221066,-0.17824821858787024,-0.14227742527131768,-0.49079965740258014,0,5,4,0
1.2668836093898603,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,2,5,0
-0.4124175372051478,-0.17824821858787024,-0.14227742527131768,0.9639313899452089,0,2,32,1
-0.4124175372051478,-0.17824821858787024,-0.14227742527131768,0.9639313899452089,0,2,32,1
2.610324526665867,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,6,4,0
1.4348137240493612,-0.17824821858787024,-0.14227742527131768,-0.07516221530321186,0,0,13,0
-1.084137995843151,-0.17824821858787024,-0.14227742527131768,-0.07516221530321186,0,0,59,0
1.2668836093898603,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,4,1
-0.8322428238538998,12.263516571275458,1.963666922529555,2.2108437162433137,0,3,4,1
-0.8322428238538998,12.263516571275458,1.963666922529555,2.2108437162433137,0,3,4,1
-1.2520681105026519,-0.17824821858787024,-0.14227742527131768,-0.6986183784522643,0,0,24,1
-1.084137995843151,-0.17824821858787024,1.963666922529555,-0.282980936352896,0,0,60,1
-1.0001729385134006,-0.17824821858787024,-0.14227742527131768,-0.282980936352896,0,5,4,1
1.602743838708862,-0.17824821858787024,-0.14227742527131768,0.5482939478458405,0,4,4,0
0.4272330360923563,-0.17824821858787024,-0.14227742527131768,0.13265650574647228,0,0,4,0
-0.8322428238538998,-0.17824821858787024,-0.14227742527131768,1.3795688320445771,0,3,4,0
